,notification,item_text,main_work_center,created_on,created_at,completion_by_date,completion_time,user_status,system_status,problem_group_text,problem_code_text,malfunction_end,malfunction_end_time,malfunction_start,malfunction_start_time,description,code_group_text,coding_code_text,day_max_temp,day_min_temp,day_wind,lag_1_max_temp,lag_1_min_temp,lag_1_wind,rolling_3d_max_avg_temp,rolling_3d_min_avg_temp,rolling_3d_wind,rolling_7d_max_avg_temp,rolling_7d_min_avg_temp,rolling_7d_wind,area_name,kunda_risk_penalty,kunda_risk_factor
238,165318,"10:01,02:45|10:01,02:44",PLANT_02,2025-06-07,6:11:17,3/25/2026,22:20:54,COMPLETED,REL,Electrical,Leak,22.77,14:46:06,7/24/2025,4:34:28,Role few remember time prevent hair hospital.,Hydraulic Issue,S04,33.2,27.4,26.8,33.7,27.8,20.7,33.57,27.67,19.33,35.63,27.8,22.49,Surjani,0.1585,High
239,865313,"13:01,02:45",PLANT_03,2024-05-09,6:29:25,4/10/2026,7:20:58,ON_HOLD,CLSD,Mechanical,Sensor Fault,16.76,22:34:01,6/10/2025,6:12:13,At all table edge cost marriage.,Software Issue,E01,34.2,26.1,20.4,34.6,25.5,20.0,34.63,26.13,22.2,33.94,25.1,23.44,Nazimabad,0.0349,Medium
240,582690,"10:01,04:47",MAINT_01,2024-10-16,1:54:27,1/10/2026,9:51:51,NEW,REL,Hydraulic,Short Circuit,43.96,21:52:44,9/25/2025,12:42:15,Situation television last staff seat religious.,Software Issue,M02,36.1,26.6,17.0,36.4,26.9,13.7,35.7,26.8,12.83,36.89,26.0,14.21,Clifton,-0.1087,Very Secure
241,516880,"03:01,05:57",MAINT_01,2025-09-27,0:07:13,1/18/2026,5:17:40,NEW,REL,Electrical,Sensor Fault,27.62,19:47:58,1/12/2025,1:33:25,When seem test contain than clearly.,Mechanical Issue,H03,33.1,24.0,14.7,32.2,24.1,11.6,30.63,24.87,15.53,30.4,25.1,18.4,Clifton,-0.1087,Very Secure
242,691460,"18:01,03:29",PLANT_01,2024-05-19,1:43:24,1/9/2026,14:47:20,ON_HOLD,CNF,Software,Leak,53.71,23:24:46,10/28/2024,2:35:57,Indeed main write challenge this.,Software Issue,M02,33.8,25.9,21.7,37.0,26.3,22.0,35.73,26.1,22.0,34.81,25.57,18.73,Korangi,0.21,Extreme
243,840976,"01:60,03:16",PLANT_02,2024-06-03,18:54:01,12/24/2025,13:17:56,COMPLETED,CLSD,Mechanical,Sensor Fault,15.2,3:42:20,1/20/2025,5:49:50,Mention manager everyone dark Congress.,Mechanical Issue,S04,33.0,27.4,22.1,33.8,27.5,19.8,36.67,27.33,21.47,37.6,27.76,27.29,Surjani,0.1585,High
244,881239,"04:01,02:56",PLANT_03,2025-09-16,3:35:59,1/7/2026,0:06:29,NEW,CLSD,Electrical,Leak,56.83,11:19:22,1/15/2025,10:23:06,Side place represent.,Hydraulic Issue,S04,30.0,26.3,23.3,29.3,26.1,28.6,30.27,25.8,22.6,29.37,25.31,20.61,Nazimabad,0.0349,Medium
245,193264,"02:01,15:37",PLANT_02,2025-10-16,20:24:04,11/19/2025,10:54:04,COMPLETED,CLSD,Electrical,Leak,43.67,14:13:53,10/3/2025,2:25:05,Health able lot station may decision forward probably.,Hydraulic Issue,S04,35.5,22.1,14.5,33.9,22.3,16.3,33.03,22.23,14.8,32.34,21.91,12.24,Surjani,0.1585,High
246,870746,"01:01,03:28",PLANT_03,2025-05-14,6:50:53,10/30/2025,23:50:28,ON_HOLD,CLSD,Hydraulic,Leak,8.67,8:19:41,6/10/2025,23:33:16,Event hospital more opportunity unit cultural show.,Electrical Issue,M02,35.6,26.1,15.8,33.2,25.9,18.6,32.97,26.3,19.5,33.67,26.21,15.51,Nazimabad,0.0349,Medium
247,913168,"06:01,05:22",MAINT_01,2025-03-27,10:48:00,3/7/2026,18:03:21,COMPLETED,TECO,Mechanical,Sensor Fault,30.14,17:56:20,12/19/2024,4:02:39,Lawyer rest natural.,Electrical Issue,H03,33.3,20.6,22.1,29.7,22.4,20.6,30.9,21.43,18.7,32.97,21.61,14.7,Clifton,-0.1087,Very Secure
248,325281,"05:01,05:25",MAINT_01,2025-03-16,7:33:41,11/9/2025,4:52:34,IN_PROGRESS,TECO,Software,Leak,62.24,19:28:01,4/20/2025,17:35:57,You lead expect adult operation whole artist.,Software Issue,M02,34.4,21.0,8.6,33.9,22.5,9.4,33.83,22.9,17.4,35.04,21.09,14.41,Clifton,-0.1087,Very Secure
249,737147,"00:19,04:43",PLANT_01,2024-10-20,4:55:43,3/12/2026,8:28:22,NEW,CLSD,Hydraulic,Motor Failure,66.49,14:37:36,10/28/2024,1:02:44,Upon trial participant discuss firm opportunity.,Hydraulic Issue,M02,37.3,25.2,15.2,36.9,25.2,14.3,35.5,25.5,14.97,35.67,26.21,14.34,Korangi,0.21,Extreme
250,998613,"00:26,04:51",PLANT_01,2024-10-13,1:41:15,11/6/2025,19:39:11,COMPLETED,TECO,Mechanical,Short Circuit,33.8,6:49:28,11/25/2024,22:18:40,Enter through system stage protect often house.,Mechanical Issue,S04,35.6,25.5,11.9,37.0,24.5,14.3,37.8,25.17,14.87,36.57,25.11,15.23,Korangi,0.21,Extreme
251,494070,"00:30,06:06",PLANT_02,2024-12-11,5:23:53,3/30/2026,20:12:41,NEW,REL,Mechanical,Motor Failure,34.88,0:58:41,10/17/2025,10:57:28,Most American weight.,Software Issue,S04,27.4,11.3,6.6,25.2,11.9,14.0,26.2,12.67,16.57,27.66,15.06,15.24,Surjani,0.1585,High
252,452228,"00:35,04:49",PLANT_02,2025-09-11,22:38:37,1/1/2026,17:11:39,COMPLETED,CNF,Electrical,Leak,66.17,16:59:10,12/17/2024,22:08:44,Dream able answer away sort movement tonight.,Electrical Issue,E01,29.2,24.9,16.1,29.0,25.0,20.7,28.33,25.3,19.87,30.2,25.36,19.44,Surjani,0.1585,High
253,531839,"00:30,04:46",PLANT_03,2025-04-08,4:04:35,1/27/2026,16:19:10,NEW,CNF,Mechanical,Leak,42.48,23:38:20,8/19/2025,3:38:47,Administration than run short small shoulder.,Mechanical Issue,S04,32.6,23.2,12.8,33.6,25.4,22.4,35.1,24.23,22.73,35.59,21.96,16.56,Nazimabad,0.0349,Medium
254,369536,"05:01,11:11",PLANT_01,2024-05-26,0:49:43,12/20/2025,20:26:15,NEW,REL,Software,Sensor Fault,2.85,15:47:33,4/1/2025,6:41:20,Market oil move.,Mechanical Issue,E01,34.5,27.9,25.2,34.7,27.3,21.0,34.93,27.27,22.9,35.09,27.36,23.96,Korangi,0.21,Extreme
255,417824,"06:01,10:07",MAINT_01,2024-12-21,1:44:17,3/1/2026,13:53:42,ON_HOLD,CNF,Electrical,Leak,65.76,3:22:32,4/18/2025,12:34:24,Explain break dog writer night forget nation.,Software Issue,H03,24.0,11.3,15.6,24.3,13.3,16.1,25.13,13.03,14.37,25.41,12.47,14.0,Clifton,-0.1087,Very Secure
256,357426,"00:10,04:29",PLANT_01,2024-11-29,23:32:40,2/15/2026,15:37:10,COMPLETED,REL,Electrical,Short Circuit,18.25,8:46:16,2/15/2025,12:16:22,Add involve forget early look.,Software Issue,S04,30.3,20.9,9.4,30.4,20.6,8.7,30.47,19.7,9.87,30.44,20.16,10.91,Korangi,0.21,Extreme
257,277789,"00:06,05:58",PLANT_02,2025-08-13,14:05:49,12/18/2025,17:01:06,ON_HOLD,REL,Software,Leak,41.8,10:27:01,8/2/2025,22:50:53,Candidate see election price.,Mechanical Issue,M02,30.7,26.1,18.4,30.4,26.4,26.8,30.17,26.0,25.03,30.47,25.97,23.99,Surjani,0.1585,High
258,613153,"00:01,02:47",PLANT_01,2024-08-12,5:05:29,4/13/2026,20:24:23,NEW,CNF,Hydraulic,Short Circuit,12.33,6:03:24,1/24/2025,12:37:22,Indeed town daughter clearly best.,Software Issue,M02,30.8,27.2,23.3,30.9,27.1,33.3,31.5,27.43,29.6,31.14,27.24,25.5,Korangi,0.21,Extreme
259,842452,"01:01,09:12",MAINT_01,2024-07-07,10:20:16,1/5/2026,15:39:18,COMPLETED,REL,Software,Sensor Fault,2.92,22:35:50,3/20/2025,17:30:43,Finally my nature attention work.,Electrical Issue,E01,36.1,29.9,27.2,34.6,29.8,26.1,34.57,29.6,22.13,35.2,29.84,22.64,Clifton,-0.1087,Very Secure
260,937291,"00:45,03:34",PLANT_01,2025-05-16,14:05:46,3/25/2026,19:07:06,COMPLETED,CNF,Electrical,Leak,22.77,17:17:05,8/7/2025,11:01:18,Table about dream single.,Mechanical Issue,H03,33.8,26.6,16.1,34.8,26.3,15.6,34.53,26.1,16.67,33.91,26.27,16.89,Korangi,0.21,Extreme
261,225657,"00:20,05:40",PLANT_02,2024-02-13,11:49:22,11/3/2025,19:13:14,IN_PROGRESS,CLSD,Electrical,Sensor Fault,56.31,12:39:58,7/13/2025,11:53:45,Whole box later building she.,Software Issue,H03,26.2,16.2,12.4,27.4,15.3,15.9,27.73,15.33,15.87,26.71,15.39,15.83,Surjani,0.1585,High
262,335167,"00:25,05:22",MAINT_01,2023-11-28,12:22:57,11/26/2025,21:42:31,NEW,CNF,Electrical,Sensor Fault,20.35,17:34:10,3/6/2025,22:23:08,Let business property everything bar smile good.,Software Issue,M02,27.1,15.1,16.2,26.1,15.5,17.3,28.17,18.53,23.03,30.16,19.16,19.79,Clifton,-0.1087,Very Secure
263,781669,"00:10,02:59",PLANT_03,2025-09-26,21:13:23,12/7/2025,6:25:19,IN_PROGRESS,CNF,Software,Short Circuit,16.24,17:53:04,8/30/2025,7:38:54,Southern nation economy adult trial source.,Software Issue,H03,32.2,24.1,11.6,30.6,24.7,14.2,29.93,25.47,19.43,30.13,25.23,18.97,Nazimabad,0.0349,Medium
264,580671,"05:01,03:00",PLANT_03,2023-12-25,10:40:18,3/12/2026,12:40:15,IN_PROGRESS,CLSD,Mechanical,Leak,15.71,21:08:11,2/21/2025,7:33:44,Yeah class garden miss.,Electrical Issue,E01,28.7,16.4,17.0,28.9,17.3,24.0,28.57,16.53,18.47,27.36,15.67,19.26,Nazimabad,0.0349,Medium
265,819094,"00:25,11:27",MAINT_01,2025-09-03,23:25:01,3/21/2026,2:51:20,COMPLETED,CNF,Mechanical,Short Circuit,37.33,0:09:55,11/25/2024,7:27:40,Create yard serious goal future home series.,Hydraulic Issue,H03,31.6,25.1,14.1,30.9,25.6,18.8,31.03,25.97,21.03,31.29,25.77,17.81,Clifton,-0.1087,Very Secure
266,170467,"00:20,03:11",MAINT_01,2025-02-19,11:00:00,3/30/2026,5:08:34,IN_PROGRESS,REL,Hydraulic,Short Circuit,70.25,1:13:37,6/6/2025,5:41:58,Southern simply I cold.,Mechanical Issue,E01,29.3,21.2,22.9,30.9,19.8,12.5,31.0,19.6,14.57,30.23,18.39,14.5,Clifton,-0.1087,Very Secure
267,283734,"00:10,04:29",MAINT_01,2025-04-27,14:04:48,12/21/2025,3:06:50,NEW,TECO,Mechanical,Sensor Fault,33.32,19:57:13,1/14/2025,17:28:06,Point similar security at year dinner prevent tree.,Hydraulic Issue,M02,35.0,24.9,15.2,39.0,25.6,19.1,35.87,24.7,16.9,36.99,23.51,15.84,Clifton,-0.1087,Very Secure
268,722794,"00:38,02:49",PLANT_02,2024-04-02,9:26:49,2/20/2026,12:56:09,ON_HOLD,CLSD,Mechanical,Sensor Fault,40.35,9:13:56,12/27/2024,10:11:26,Newspaper leader focus hard tonight already could.,Mechanical Issue,S04,30.1,22.6,22.5,32.4,20.2,17.9,31.8,20.57,20.73,31.86,21.91,21.04,Surjani,0.1585,High
269,209751,"02:01,02:51",MAINT_01,2025-06-25,16:52:28,12/21/2025,19:36:06,IN_PROGRESS,CNF,Electrical,Short Circuit,62.04,0:49:11,6/16/2025,2:34:31,Green write value possible indeed study wide.,Electrical Issue,M02,33.3,27.2,11.9,33.5,27.9,15.5,33.3,28.2,18.67,33.0,28.26,23.77,Clifton,-0.1087,Very Secure
270,481050,"03:43,06:20",PLANT_02,2024-05-14,0:21:00,4/6/2026,11:19:53,IN_PROGRESS,CLSD,Electrical,Short Circuit,38.76,19:16:09,2/6/2025,3:38:19,Be successful organization no bring career manager.,Software Issue,S04,33.8,24.5,13.6,33.9,25.2,15.8,33.13,25.03,16.07,33.73,25.57,18.29,Surjani,0.1585,High
271,911774,"02:10,10:23",MAINT_01,2024-12-12,10:02:17,4/20/2026,5:48:24,COMPLETED,CLSD,Software,Short Circuit,13.69,10:43:45,12/19/2024,16:26:59,Rise future person allow structure first fine.,Hydraulic Issue,E01,25.5,13.4,8.4,27.4,11.3,6.6,26.23,11.47,11.07,27.33,13.77,13.54,Clifton,-0.1087,Very Secure
272,792517,"02:01,04:55",PLANT_02,2024-05-14,21:46:37,4/3/2026,0:58:44,COMPLETED,REL,Electrical,Short Circuit,21.92,4:27:05,4/6/2025,16:31:03,Fall teach area feel who carry.,Hydraulic Issue,H03,33.8,24.5,13.6,33.9,25.2,15.8,33.13,25.03,16.07,33.73,25.57,18.29,Surjani,0.1585,High
273,561079,"00:32,03:07",PLANT_02,2024-01-16,7:22:35,2/22/2026,17:35:24,COMPLETED,REL,Electrical,Leak,22.66,1:22:09,4/7/2025,1:36:19,Staff yourself exactly sure wonder.,Electrical Issue,S04,25.9,18.8,17.5,24.6,13.1,12.1,24.93,12.8,12.2,25.09,12.23,14.67,Surjani,0.1585,High
274,468452,"06:01,05:31",PLANT_01,2025-04-22,21:17:07,4/19/2026,22:01:37,ON_HOLD,CNF,Hydraulic,Leak,28.91,16:09:07,7/9/2025,19:04:50,Hair marriage school imagine ago expect continue.,Software Issue,S04,38.6,22.3,12.4,38.4,22.3,15.1,38.03,23.4,18.5,35.23,24.66,21.04,Korangi,0.21,Extreme
275,206081,"00:10,05:04",PLANT_03,2024-04-20,16:09:41,10/31/2025,11:28:45,COMPLETED,CNF,Mechanical,Short Circuit,31.02,16:43:46,1/27/2025,1:00:49,Thank use owner surface.,Electrical Issue,H03,32.3,24.1,26.0,29.4,23.6,30.5,31.43,24.23,22.8,31.17,23.99,17.97,Nazimabad,0.0349,Medium
276,713333,"03:01,05:41",MAINT_01,2023-12-05,13:55:05,4/4/2026,16:21:54,NEW,CLSD,Electrical,Motor Failure,57.68,8:29:49,12/11/2024,4:28:48,Box window should five buy office.,Electrical Issue,E01,28.1,14.8,14.8,29.3,15.2,14.6,28.63,16.4,18.23,28.37,15.64,16.03,Clifton,-0.1087,Very Secure
277,658986,"00:33,03:56",PLANT_03,2025-08-20,19:57:51,11/23/2025,18:21:11,NEW,CLSD,Mechanical,Leak,25.48,1:45:50,9/22/2025,6:57:55,Song discuss everybody success nearly must teacher speech.,Electrical Issue,H03,34.0,25.9,12.1,33.1,26.9,13.9,34.07,26.97,13.33,33.13,26.66,13.11,Nazimabad,0.0349,Medium
278,210078,"00:18,03:30",PLANT_03,2024-04-10,21:15:38,11/5/2025,8:55:50,COMPLETED,CLSD,Electrical,Short Circuit,33.98,18:03:35,6/23/2025,4:23:59,Very that national trade price beyond idea.,Software Issue,M02,31.4,22.7,18.4,34.5,22.6,20.9,33.63,21.43,19.3,32.11,22.53,21.33,Nazimabad,0.0349,Medium
279,967055,"00:01,04:31",PLANT_01,2024-04-16,13:40:04,2/9/2026,18:40:36,COMPLETED,REL,Mechanical,Short Circuit,45.19,1:29:08,1/1/2025,19:56:55,Find there behavior.,Hydraulic Issue,H03,33.0,23.3,14.5,29.5,22.4,12.9,30.3,23.97,14.3,31.51,23.16,16.43,Korangi,0.21,Extreme
280,122671,"00:20,03:17",PLANT_03,2024-01-10,17:31:51,1/7/2026,14:46:55,ON_HOLD,CLSD,Mechanical,Short Circuit,27.51,20:19:54,9/10/2025,15:01:39,Especially appear attention we open blood.,Mechanical Issue,S04,25.4,11.6,17.8,24.6,14.2,23.3,24.8,13.9,20.8,25.04,14.71,19.43,Nazimabad,0.0349,Medium
281,518400,"04:01,13:46",PLANT_03,2024-06-26,8:01:41,2/4/2026,7:33:13,ON_HOLD,CNF,Electrical,Motor Failure,60.31,19:40:32,9/6/2025,2:16:00,Amount special image blood city vote time.,Hydraulic Issue,S04,35.6,28.6,16.8,37.5,28.0,25.0,36.3,28.23,23.37,35.57,28.51,23.04,Nazimabad,0.0349,Medium
282,455528,"00:01,02:27",MAINT_01,2024-10-08,2:33:51,11/13/2025,6:55:39,NEW,CNF,Software,Short Circuit,42.5,4:51:55,8/6/2025,9:41:14,Bank collection possible notice term.,Hydraulic Issue,E01,37.9,24.1,16.6,34.7,24.4,13.3,33.0,25.43,17.03,32.4,26.0,21.44,Clifton,-0.1087,Very Secure
283,710490,"12:01,03:09",PLANT_02,2025-03-09,7:25:26,12/5/2025,4:21:01,ON_HOLD,TECO,Electrical,Leak,21.52,6:10:20,3/3/2025,11:53:08,Speech like rock call scene state radio draw.,Software Issue,S04,38.2,19.3,12.3,36.8,19.9,16.1,34.57,18.17,14.03,31.7,17.17,15.11,Surjani,0.1585,High
284,151663,"00:10,04:28",MAINT_01,2024-02-06,15:52:45,3/11/2026,4:59:42,COMPLETED,CLSD,Hydraulic,Leak,51.56,10:03:18,4/1/2025,23:11:06,Accept mission event some simply could.,Hydraulic Issue,S04,25.7,15.9,13.1,25.4,16.3,15.1,25.8,17.87,18.57,26.74,18.06,16.17,Clifton,-0.1087,Very Secure
285,115708,"00:19,05:44",MAINT_01,2025-10-03,9:20:39,3/8/2026,20:56:27,ON_HOLD,REL,Hydraulic,Sensor Fault,38.23,19:52:25,6/10/2025,15:17:46,Draw involve party home stay fall carry.,Electrical Issue,S04,33.0,26.5,22.9,35.4,26.5,16.5,35.63,26.53,14.03,34.97,25.47,15.29,Clifton,-0.1087,Very Secure
286,978338,"00:10,04:29",PLANT_03,2025-10-12,23:44:02,12/6/2025,7:21:09,COMPLETED,TECO,Mechanical,Sensor Fault,38.71,13:17:06,9/13/2025,10:00:41,In official especially pattern threat religious effort painting.,Hydraulic Issue,H03,32.9,21.4,11.3,31.8,21.9,9.9,31.47,21.77,10.0,31.83,23.37,15.7,Nazimabad,0.0349,Medium
287,411955,"00:19,04:44",PLANT_03,2024-02-21,9:38:41,4/10/2026,10:20:15,NEW,REL,Mechanical,Leak,34.9,18:16:09,9/29/2025,22:23:33,Within if course.,Electrical Issue,H03,27.3,19.2,21.9,26.4,19.1,20.8,27.03,20.17,24.7,28.34,16.56,18.54,Nazimabad,0.0349,Medium
288,233883,"00:15,04:24",MAINT_01,2025-02-17,21:08:55,3/31/2026,9:11:08,IN_PROGRESS,REL,Software,Motor Failure,36.04,20:18:09,1/5/2025,1:04:27,Reality office sport oil whose.,Electrical Issue,H03,31.8,18.7,12.9,30.3,20.3,18.3,29.8,20.07,19.07,28.89,17.9,15.3,Clifton,-0.1087,Very Secure
289,418394,"00:40,05:03",MAINT_01,2025-08-02,4:42:18,11/23/2025,20:58:27,ON_HOLD,CLSD,Software,Motor Failure,55.22,2:44:55,3/13/2025,15:21:10,Car American your seat rule.,Mechanical Issue,M02,30.3,26.2,23.3,31.4,26.4,19.7,31.6,26.67,20.1,31.74,27.16,22.5,Clifton,-0.1087,Very Secure
290,212547,"00:10,04:23",PLANT_03,2024-10-10,15:17:47,12/1/2025,15:50:58,NEW,CLSD,Electrical,Sensor Fault,7.86,14:46:35,10/4/2025,15:01:40,Card design where off prepare response.,Electrical Issue,S04,37.5,24.6,13.8,37.7,26.1,16.4,36.77,24.87,15.43,33.99,25.66,19.64,Nazimabad,0.0349,Medium
291,659042,"04:01,06:48",PLANT_02,2025-02-15,3:06:18,2/17/2026,3:23:14,NEW,CLSD,Mechanical,Leak,24.41,3:12:23,10/27/2025,7:33:58,Including game language.,Mechanical Issue,E01,29.5,21.4,22.0,29.6,18.5,16.9,29.7,16.17,11.93,28.49,15.84,12.76,Surjani,0.1585,High
292,851102,"04:01,03:35",PLANT_02,2025-05-03,12:32:28,12/13/2025,11:39:46,ON_HOLD,TECO,Mechanical,Leak,5.9,20:24:37,1/7/2025,23:17:45,Right size than foot.,Software Issue,E01,34.9,26.1,17.7,33.7,26.8,19.7,34.4,26.87,20.53,35.51,26.31,19.59,Surjani,0.1585,High
293,862002,"04:01,04:41",MAINT_01,2024-05-25,1:37:20,11/18/2025,1:36:33,IN_PROGRESS,REL,Electrical,Short Circuit,54.36,2:03:25,3/9/2025,14:42:26,Her million every production tax certainly.,Mechanical Issue,M02,34.7,27.3,21.0,35.3,27.3,24.1,35.3,27.6,24.53,35.41,27.21,24.1,Clifton,-0.1087,Very Secure
294,242483,"02:01,03:30",PLANT_02,2024-05-24,6:09:14,2/26/2026,6:59:13,COMPLETED,CLSD,Hydraulic,Motor Failure,19.97,22:28:53,1/7/2025,17:08:43,Good thank teach production majority we.,Electrical Issue,H03,35.3,27.3,24.1,34.8,27.2,23.6,35.53,27.73,25.03,35.47,27.04,23.91,Surjani,0.1585,High
295,758271,"00:20,06:30",MAINT_01,2023-12-11,18:15:52,2/8/2026,4:41:57,NEW,CLSD,Hydraulic,Short Circuit,64.67,6:36:19,5/30/2025,20:38:28,Any able less article threat arrive.,Hydraulic Issue,M02,26.4,15.2,11.8,26.9,14.2,11.1,27.43,14.63,11.67,27.96,14.83,14.37,Clifton,-0.1087,Very Secure
296,314835,"00:10,03:19",PLANT_01,2025-05-12,18:42:25,11/7/2025,3:56:03,NEW,CLSD,Mechanical,Short Circuit,38.15,16:44:07,2/25/2025,6:53:11,Modern data book expert exist computer shoulder.,Mechanical Issue,M02,32.8,26.6,20.1,32.9,26.4,19.8,33.67,26.33,16.03,34.37,26.0,13.5,Korangi,0.21,Extreme
297,501896,"11:01,03:21",PLANT_03,2025-02-16,4:41:49,3/13/2026,20:53:31,IN_PROGRESS,CLSD,Electrical,Short Circuit,57.75,22:04:53,9/26/2025,13:06:45,Size morning only girl popular last read.,Software Issue,S04,30.3,20.3,18.3,29.5,21.4,22.0,29.5,18.27,16.17,28.56,16.84,14.17,Nazimabad,0.0349,Medium
298,184896,"00:37,03:57",MAINT_01,2024-04-15,6:14:55,4/25/2026,14:25:39,COMPLETED,CNF,Software,Short Circuit,70.49,15:04:46,9/28/2025,14:59:03,Style white especially lose just.,Software Issue,M02,29.5,22.4,12.9,29.3,24.3,10.6,31.4,24.1,16.27,32.24,22.84,16.94,Clifton,-0.1087,Very Secure
299,577095,"00:35,04:45",MAINT_01,2025-04-20,11:58:55,2/4/2026,9:22:11,NEW,REL,Hydraulic,Motor Failure,60.54,4:37:09,4/30/2025,14:33:08,Admit doctor magazine despite.,Mechanical Issue,S04,39.0,23.1,18.4,36.7,24.8,22.0,34.5,25.47,23.53,33.56,25.27,22.6,Clifton,-0.1087,Very Secure
300,171295,"00:10,03:26",MAINT_01,2025-07-11,22:41:36,2/22/2026,2:45:12,IN_PROGRESS,REL,Electrical,Short Circuit,62.49,21:35:08,11/1/2024,19:32:07,Meeting value body return miss ready even.,Software Issue,M02,32.9,27.9,16.3,33.1,28.0,14.2,33.83,27.93,14.07,33.56,28.13,15.51,Clifton,-0.1087,Very Secure
301,843974,"15:01,05:19",PLANT_02,2023-11-25,4:57:54,11/11/2025,10:15:24,ON_HOLD,CLSD,Software,Sensor Fault,29.67,6:36:27,2/4/2025,16:28:22,Son second after note those drop executive.,Mechanical Issue,S04,31.9,21.9,27.7,32.5,18.7,16.2,31.6,19.23,16.17,31.41,19.11,17.16,Surjani,0.1585,High
302,987121,"15:01,04:17",MAINT_01,2025-09-01,11:55:48,2/26/2026,21:02:36,IN_PROGRESS,TECO,Mechanical,Leak,39.95,21:35:51,6/21/2025,14:42:34,Serious protect new party sometimes.,Electrical Issue,M02,30.9,26.2,25.2,31.3,26.1,19.1,31.37,25.73,15.8,31.44,25.8,15.97,Clifton,-0.1087,Very Secure
303,373255,"04:01,03:36",PLANT_01,2024-08-29,11:13:36,12/13/2025,13:07:14,IN_PROGRESS,REL,Software,Short Circuit,18.65,21:19:07,6/19/2025,11:47:41,Two physical within about when force ready.,Hydraulic Issue,M02,28.9,26.0,13.0,28.5,26.0,13.2,32.3,26.6,19.2,32.37,26.87,22.64,Korangi,0.21,Extreme
304,399648,"02:10,10:28",PLANT_02,2025-07-02,4:38:46,12/3/2025,1:49:21,NEW,TECO,Mechanical,Leak,14.52,11:12:26,3/22/2025,8:35:45,Information game loss cost run result interesting.,Hydraulic Issue,E01,32.8,27.7,21.1,32.6,28.1,21.9,32.47,27.7,22.43,33.44,27.31,17.3,Surjani,0.1585,High
305,757162,"04:01,21:23",PLANT_03,2025-09-10,13:47:06,2/10/2026,2:21:35,COMPLETED,CLSD,Electrical,Short Circuit,36.64,16:45:58,10/27/2025,21:08:19,Only pick prove whether north.,Hydraulic Issue,M02,29.0,25.0,20.7,26.4,24.9,22.9,29.07,25.57,19.53,30.57,25.37,18.5,Nazimabad,0.0349,Medium
306,108155,"04:01,03:34",PLANT_01,2023-11-24,0:56:07,4/18/2026,5:06:38,ON_HOLD,CLSD,Hydraulic,Leak,43.05,5:51:52,7/12/2025,19:14:48,Benefit line cultural each animal from.,Software Issue,M02,32.5,18.7,16.2,32.4,22.0,17.5,31.37,19.93,17.73,31.09,19.29,17.59,Korangi,0.21,Extreme
307,566872,"06:01,05:23",MAINT_01,2025-07-01,1:52:35,1/1/2026,8:08:46,IN_PROGRESS,REL,Hydraulic,Sensor Fault,24.76,0:14:37,2/5/2025,16:52:42,Serve mouth manage issue none ready billion.,Electrical Issue,M02,32.6,28.1,21.9,32.7,27.9,23.9,32.17,27.17,21.57,33.57,27.29,16.39,Clifton,-0.1087,Very Secure
308,925816,"10:01,03:26",PLANT_01,2025-05-26,17:23:58,2/26/2026,1:14:15,ON_HOLD,CLSD,Electrical,Sensor Fault,41.22,14:35:00,11/17/2024,12:09:31,Discuss term day include.,Mechanical Issue,S04,35.7,28.3,24.4,34.7,28.4,22.3,34.13,27.83,22.97,33.67,27.46,21.33,Korangi,0.21,Extreme
309,474705,"00:20,05:50",MAINT_01,2024-03-13,15:44:02,12/10/2025,9:05:59,COMPLETED,TECO,Electrical,Leak,63.95,18:50:13,5/25/2025,14:23:12,Bill wrong nature responsibility.,Hydraulic Issue,E01,30.0,20.6,26.7,28.4,18.9,17.2,27.77,18.67,16.0,28.09,16.83,15.7,Clifton,-0.1087,Very Secure
310,671542,"04:28,03:47",PLANT_01,2025-04-28,14:36:56,12/19/2025,12:33:33,ON_HOLD,CLSD,Mechanical,Motor Failure,40.31,21:43:36,11/8/2024,15:27:58,Scene despite best either truth.,Mechanical Issue,E01,35.8,25.4,17.9,35.0,24.9,15.2,36.03,24.93,16.3,36.41,23.77,15.39,Korangi,0.21,Extreme
311,908350,"04:01,07:16",PLANT_02,2025-07-27,6:37:31,11/10/2025,23:50:07,ON_HOLD,CLSD,Software,Motor Failure,52.04,19:12:56,7/17/2025,22:42:17,Build exactly open last decide future.,Electrical Issue,E01,31.9,27.5,23.2,32.2,27.4,21.5,32.43,27.33,20.3,32.44,27.61,20.66,Surjani,0.1585,High
312,710269,"00:01,04:47",MAINT_01,2024-05-27,20:40:22,12/2/2025,16:36:40,NEW,REL,Hydraulic,Leak,58.08,16:40:07,4/18/2025,11:32:40,Partner behavior economy our second.,Software Issue,S04,34.4,27.9,30.5,34.5,27.9,25.2,34.83,27.5,23.43,35.19,27.64,24.46,Clifton,-0.1087,Very Secure
313,654594,"10:01,03:32",PLANT_02,2023-11-25,0:41:35,1/24/2026,19:54:01,COMPLETED,CNF,Software,Sensor Fault,71.19,13:26:31,6/7/2025,5:51:26,Analysis ready must price receive.,Electrical Issue,H03,31.9,21.9,27.7,32.5,18.7,16.2,31.6,19.23,16.17,31.41,19.11,17.16,Surjani,0.1585,High
